,Compound,Name,Negative,Neutral,Positive,Tweet Text,Tweets Ago
0,-0.296,@nytimes,0.913,0.087,0.0,RT @TheSteinLine: Here’s Dirk Nowitzki (@swish41) on his plans for next season — which would be No. 21 in a row with the Dallas Mavericks —…,401
1,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",402
2,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",403
3,0.0,@nytimes,1.0,0.0,0.0,@vejoefalomesmo @STF_oficial @guardian @BBC @elpais_brasil @teleSURtv @Reuters @nytimes @FranceONUGeneve @UN @CIDH… https://t.co/19oacyRknE,404
4,-0.296,@nytimes,0.891,0.109,0.0,@nytimes Anyone who puts heavy restrictions on transgender people serving in the military for no reason other than… https://t.co/TFtpFjlFZt,405
5,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",406
6,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",407
7,0.0,@nytimes,1.0,0.0,0.0,"RT @PoetryFound: Current U.S. poet laureate Tracy K. Smith talks to @nytimes about what's she's reading, including collections by @poetryma…",408
8,0.4939,@nytimes,0.84,0.0,0.16,RT @JustinMBibb: Thanks @WCPN for having me on this morning to discuss the recent @nytimes article on the challenges facing Black men in Am…,409
9,0.0,@nytimes,1.0,0.0,0.0,RT @safapou_cherie: @DeadlineWH @thomasboy_2 @nytimes @NicolleDWallace  https://t.co/awNnMQbrnd,410
10,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",411
11,0.0,@nytimes,1.0,0.0,0.0,RT @safapou_cherie: @DeadlineWH @thomasboy_2 @nytimes @NicolleDWallace  https://t.co/rEFMzTFVUl,412
12,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",413
13,0.5859,@nytimes,0.78,0.0,0.22,RT @rodgarbo: @J_A_P_A_C_S @delaneytarr @joanwalsh @nytimes See the comments above for a scroll of the story.  Truly worth the read.,414
14,0.0,@nytimes,1.0,0.0,0.0,"RT @nytimes: Lieutenant Davidson left behind a wife and four young children, and came from a family of firefighters, with his father and br…",415
15,0.0,@nytimes,1.0,0.0,0.0,RT @safapou_cherie: @DeadlineWH @thomasboy_2 @nytimes @NicolleDWallace  https://t.co/HBxEn30a0l,416
16,-0.8225,@nytimes,0.677,0.323,0.0,RT @nytimes: A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally tripping the emer…,417
17,0.0,@nytimes,1.0,0.0,0.0,RT @_s_r_xavi: @sergipinkman @guardian @BBCWorld @Le_Figaro @DerSPIEGEL @thetimes @FT @BILD @LaStampa @Corriere @repubblica @Reuters @nytim…,418
18,-0.1779,@nytimes,0.876,0.124,0.0,"@TweetBrettMac @DebbieLichtenst @Balde_Moto @21stCenturyM1L @nytimes Also, seriously, go *fuck* yourself. You claim… https://t.co/HWD0WMXQ90",419
19,-0.0516,@nytimes,0.798,0.107,0.095,Well the @BBCNews are trying to ignore this story but it's in the @nytimes... https://t.co/eFc9JwTo3M,420
20,0.0,@nytimes,1.0,0.0,0.0,"""Apple Unveils New iPad to Catch Google in the Classroom"" via @NYTimes https://t.co/hiAAKdZmfa",421
21,-0.8126,@nytimes,0.682,0.318,0.0,"RT @nytimes: Why are the Parkland students being attacked? “Together we kind of form an unstoppable force that terrifies them."" https://t.c…",422
22,0.0,@nytimes,1.0,0.0,0.0,"RT @JoeLex5: @gruntdoc @reepRN @jeremyfaust @nytimes The other rule is “If I come in with a stroke, give me tPa and then do a head CT.  If…",423
23,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",424
24,-0.8271,@nytimes,0.661,0.339,0.0,The Post-World War II Order Is Under Assault From the Powers That Built It   via @NYTimes https://t.co/hO7q0vWjbz,425
25,0.2732,@nytimes,0.711,0.123,0.166,@TheRealDSuggs @DouthatNYT How sad is it that liberals think working for the @nytimes is the best job in the world?,426
26,0.0,@nytimes,1.0,0.0,0.0,@nytimes She's a fukyn 'DIOT!!!,427
27,-0.296,@nytimes,0.913,0.087,0.0,RT @TheSteinLine: Here’s Dirk Nowitzki (@swish41) on his plans for next season — which would be No. 21 in a row with the Dallas Mavericks —…,428
28,-0.4466,@nytimes,0.853,0.147,0.0,"RT @17jordani: NO ES VENEZUELA, ES BARCELONA ESPAÑA Y LA VIOLENCIA POLICIAL @ListinDiario 
@nytimes 
@CNNEE 
@CNN 
@bbcmundo
@teleSURtv
@gu…",429
29,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",430
30,0.0,@nytimes,1.0,0.0,0.0,@jaumeclotet @nytimes Pam !! 👏👏👏,431
31,0.4449,@nytimes,0.878,0.0,0.122,@DHagensten @nytimes You aren't the President - you can't just make shit up and not have people call you on it.  Th… https://t.co/6RowOexbmz,432
32,-0.2755,@nytimes,0.883,0.117,0.0,@nytimes Unfortunalety Europe is not ready to take over or to lead nor is any European country,433
33,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",434
34,-0.886,@nytimes,0.701,0.299,0.0,"RT @nytimes: He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a groundskeep…",435
35,0.0,@nytimes,1.0,0.0,0.0,RT @Santi_ABASCAL: @RaphaelMinder @ivanedlm @boye_g @Ortega_Smith Curiosa determinación del corresponsal del @nytimes por eludir las activi…,436
36,0.5773,@nytimes,0.801,0.0,0.199,RT @sanchezdelreal: @ivanedlm @RaphaelMinder @boye_g @Ortega_Smith Not only that. By deliberately not mentioning terrorist background from…,437
37,0.0,@nytimes,1.0,0.0,0.0,New Medicare Opioid Limits Face Blowback From Doctors   via @NYTimes https://t.co/yYnnhhwmxK,438
38,-0.7906,@nytimes,0.652,0.348,0.0,"@razibkhan lost his job at @nytimes for talking about (race is real)  issue. @JenniferRaff u r shameless liar. 
I h… https://t.co/C48MKECwBS",439
39,0.3818,@nytimes,0.852,0.0,0.148,@PoliticalTheory @Ohpainterswife @nytimes Assuming every civilian household would be unified against the gov (if ar… https://t.co/849Qyoq6bo,440
40,0.5773,@nytimes,0.801,0.0,0.199,RT @sanchezdelreal: @ivanedlm @RaphaelMinder @boye_g @Ortega_Smith Not only that. By deliberately not mentioning terrorist background from…,441
41,-0.34,@nytimes,0.821,0.179,0.0,"Arrest of Catalan Leader Tests Spain, Separatists and E.U.   via @NYTimes https://t.co/zOQLhwFhlu",442
42,0.0,@nytimes,1.0,0.0,0.0,@DebiBishop7 @adisasterreally @nytimes Don't mail it back next time.  You'll get a visitor. https://t.co/hA4qVffZ0F,443
43,0.3612,@nytimes,0.717,0.085,0.197,"RT @nytimes: Fair housing groups filed a lawsuit saying that Facebook continues to discriminate against certain groups, including women, di…",444
44,0.5859,@nytimes,0.385,0.0,0.615,@nytimes Ya sure. Like whatevs.,445
45,0.0,@nytimes,1.0,0.0,0.0,@DeadlineWH @nytimes @NicolleDWallace And Putin.   Stormy and Putin.   🤔,446
46,0.0,@nytimes,1.0,0.0,0.0,@sanchezdelreal @ivanedlm @RaphaelMinder @boye_g @Ortega_Smith @nytimes 👌👌,447
47,-0.6597,@nytimes,0.714,0.286,0.0,"James F. Holland, Trailblazing Cancer Researcher, Dies at 92   via @NYTimes https://t.co/jbqKWbPZYn",448
48,-0.4588,@nytimes,0.583,0.292,0.125,"@nytimes Legal and polite response: ""Respectfully, fuck right off.""",449
49,0.0,@nytimes,1.0,0.0,0.0,"@pastorlocke @nytimes And, you.",450
50,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",451
51,-0.296,@nytimes,0.916,0.084,0.0,RT @KapilSibalteam: There is one Prime Minister of India who will be remembered for next 1000 years for telling maximum no of lies.Who is t…,452
52,-0.6597,@nytimes,0.694,0.306,0.0,"California Attorney General to Investigate Stephon Clark’s Killing, via @nytimes https://t.co/eaJqIi6hU0",453
53,-0.6597,@nytimes,0.722,0.278,0.0,"Canceled Deals and Pulped Books, as American Publishing Industry Confronts Sexual Harassment  via @NYTimes #metoo https://t.co/IX5EN1TYlf",454
54,0.0,@nytimes,1.0,0.0,0.0,https://t.co/b4ROdeMKKw @eBay @youtube  @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes… https://t.co/To7ajVJxLP,455
55,-0.3182,@nytimes,0.881,0.119,0.0,@DeadlineWH @MSNBC @nytimes @NicolleDWallace She now holds the Ace up her sleeve and his nuts in her hands,456
56,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",457
57,0.0,@nytimes,1.0,0.0,0.0,RT @Mark3Ds: @nspector4 @TerryGlavin @nytimes @CliveCHamilton @cburton001 @FredLitwin @raykwong @vshih2 @GordonGChang @David_Mulroney @glob…,458
58,0.7906,@nytimes,0.72,0.0,0.28,RT @ajplus: Former Supreme Court Justice says the Second Amendment should be repealed in opinion piece for the @nytimes. https://t.co/EoxFN…,459
59,0.0,@nytimes,1.0,0.0,0.0,@KatyTurNBC @MSNBC @CNN @AriMelber @JoyAnnReid @CoryBooker @KamalaHarris @FBI @chrislhayes @maddow @PhilMurphyNJ… https://t.co/4TJQ0QEh51,460
60,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",461
61,-0.34,@nytimes,0.854,0.146,0.0,"RT @nytimes: ""We’re going to be the generation that takes down the gun lobby."" https://t.co/rn5c6E4iCH",462
62,-0.5719,@nytimes,0.844,0.156,0.0,@nytimes To watch this show is to participate in the legitimization of hate. Same goes for the companies advertising on it.,463
63,0.0,@nytimes,1.0,0.0,0.0,RT @birdychirps: @moveover4me2 @mazzen_mohammed @ghalebalsudmy @pennyappeal @teddy_cat1 @lauramarsh70 @nytimes @WashTimes @3020ghader @foua…,464
64,-0.296,@nytimes,0.913,0.087,0.0,RT @TheSteinLine: Here’s Dirk Nowitzki (@swish41) on his plans for next season — which would be No. 21 in a row with the Dallas Mavericks —…,465
65,0.0,@nytimes,1.0,0.0,0.0,RT @fouadhaidar: @teddy_cat1 @ghalebalsudmy @moveover4me2 @birdychirps @mazzen_mohammed @pennyappeal @lauramarsh70 @nytimes @WashTimes @302…,466
66,0.0,@nytimes,1.0,0.0,0.0,"RT @sanchezdelreal: Como le he dicho, se pasa por el forro las propias normas éticas del periódico @nytimes . Pero claro, los corresponsale…",467
67,0.3182,@nytimes,0.685,0.0,0.315,"Please read this, @nytimes subscribers https://t.co/hHostKGx22",468
68,0.0,@nytimes,1.0,0.0,0.0,RT @teddy_cat1: @fouadhaidar @ghalebalsudmy @moveover4me2 @birdychirps @mazzen_mohammed @pennyappeal @lauramarsh70 @nytimes @WashTimes @302…,469
69,-0.25,@nytimes,0.818,0.182,0.0,"@nytimes Let's file that in the sarcastic drawer labeled ""shocker"".",470
70,0.0516,@nytimes,0.753,0.12,0.127,RT @Karoli: Hey @nytimes did I mention that I don’t give a rat’s ass about @roseanne and her show where she loves her some Trump? Don’t sen…,471
71,-0.7845,@nytimes,0.683,0.317,0.0,@nytimes I'm sorry for what you went through Isabelle. My daughter was bullied too by a boy. Unprotected by adults… https://t.co/e1FZKB5fGp,472
72,-0.4926,@nytimes,0.825,0.175,0.0,"@CNN @BBCBreaking @nytimes @euronews @the_newtimes @NBCNews @CBSNews 
in Russia today is a day of mourning! Please… https://t.co/elLyhNzcOo",473
73,0.0,@nytimes,1.0,0.0,0.0,It is time for the West to come together and stand up for an international system that is governed by the rule of l… https://t.co/r38BJd2zDM,474
74,0.0,@nytimes,1.0,0.0,0.0,RT @nytimes: These almond cookies need just 4 ingredients https://t.co/gY9TpfJdjd,475
75,0.0,@nytimes,1.0,0.0,0.0,RT @exapologist: Compare Income Mobility Charts. Or Make Your Own.   via @NYTimes https://t.co/z9waqZvOz1,476
76,0.0,@nytimes,1.0,0.0,0.0,"RT @nytimes: Roseanne believes President Trump doesn't oppose same-sex marriage. ""He has said it several times, you know, that he’s not hom…",477
77,-0.296,@nytimes,0.913,0.087,0.0,RT @TheSteinLine: Here’s Dirk Nowitzki (@swish41) on his plans for next season — which would be No. 21 in a row with the Dallas Mavericks —…,478
78,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",479
79,0.0,@nytimes,1.0,0.0,0.0,"@STF_oficial VERGONHA do BRASIL,bandidos q tem PROVAS ROBUSTAS q cometem crimes,ficando tudo solto,ja quem nao tem… https://t.co/8rDDQNbhrP",480
80,0.0,@nytimes,1.0,0.0,0.0,"RT @HamishH1931: TONI MORRISON’s green pencil edits to ANGELA DAVIS’s   1974 autobiography, via @nytimes https://t.co/1yDc26k04y",481
81,0.0,@nytimes,1.0,0.0,0.0,"RT @pastorabharris: @nytimes Jn 8:12-14
Then spake Jesus again unto them, saying, I am the light of the world: he that follows me shall not…",482
82,-0.0572,@nytimes,0.891,0.109,0.0,"I do not want news notifications about ROSEANNE BARR 

Cc: @nytimes @washingtonpost",483
83,0.296,@nytimes,0.879,0.0,0.121,RT @Jade_Films: @nytimes @TIME @TimeOutFilm @POPSUGAR @IndieWire @CNN #POCDeafTalentonTVNOW There should be Deaf Superheroes &amp; Comedians on…,484
84,-0.34,@nytimes,0.897,0.103,0.0,"RT @nytimes: In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to blame, even…",485
85,0.4574,@nytimes,0.667,0.0,0.333,"@werddrew2420 @nytimes Yes, always...

Killary is a hottie!",486
86,-0.886,@nytimes,0.701,0.299,0.0,"RT @nytimes: He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a groundskeep…",487
87,0.0,@nytimes,1.0,0.0,0.0,"RT @voxnoticias_es: Raphael Minder, el corresponsal del @nytimes amigo personal de Mas, admirador de Forcadell y gustoso tertuliano en TV3,…",488
88,0.0,@nytimes,1.0,0.0,0.0,RT @safapou_cherie: @DeadlineWH @thomasboy_2 @nytimes @NicolleDWallace  https://t.co/oovSbsU0Ki,489
89,0.0,@nytimes,1.0,0.0,0.0,RT @_s_r_xavi: @sergipinkman @guardian @BBCWorld @Le_Figaro @DerSPIEGEL @thetimes @FT @BILD @LaStampa @Corriere @repubblica @Reuters @nytim…,490
90,-0.1531,@nytimes,0.714,0.158,0.128,@RealDanLee @crouse32 @nytimes It’s sad to see people like you underestimating our youth. But go ahead.,491
91,0.0,@nytimes,1.0,0.0,0.0,"@TweetBrettMac @DebbieLichtenst @Balde_Moto @21stCenturyM1L @nytimes Moreover, many people who are not citizens are… https://t.co/36lFMd1NTe",492
92,0.7506,@nytimes,0.782,0.0,0.218,"RT @DeadlineWH: ""By our count, and with the help of the excellent reporting of the @nytimes , Trump has lashed out at more than 430 targets…",493
93,0.128,@nytimes,0.927,0.0,0.073,"RT @jaumeclotet: Clatellot del @nytimes: ""They [Spanish legal experts] also note that, however many Catalan politicians are tried and convi…",494
94,0.0,@nytimes,1.0,0.0,0.0,@DHagensten @nytimes https://t.co/zQJDhDVtaI,495
95,-0.2732,@nytimes,0.9,0.1,0.0,"RT @nytimes: “The Americans” has always been as much about marriage and partnership as about geopolitics, our critic writes https://t.co/UX…",496
96,0.128,@nytimes,0.927,0.0,0.073,"RT @jaumeclotet: Clatellot del @nytimes: ""They [Spanish legal experts] also note that, however many Catalan politicians are tried and convi…",497
97,0.0,@nytimes,1.0,0.0,0.0,@DeadlineWH @MSNBC @nytimes @NicolleDWallace Why have you been spared?,498
98,0.0,@nytimes,1.0,0.0,0.0,Read: John Paul Stevens: Repeal the Second Amendment   via @NYTimes https://t.co/ieMZvbIwyt,499
99,0.0,@nytimes,1.0,0.0,0.0,RT @Santi_ABASCAL: @RaphaelMinder @ivanedlm @boye_g @Ortega_Smith Curiosa determinación del corresponsal del @nytimes por eludir las activi…,500
